Sample	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26
fastqc | MantonBM2_HiSeq_5_S13_L006_R1_001	31.46746620900156	31.550014956801625	35.45270335472316	36.017957545320314	36.22342776229927	39.60125250845444	39.74559610457924	39.87956850147598	39.85325913508611	39.96013797864001	39.91970003005235	39.94920949113759	39.9020774199687	39.91491792452827	39.89995540890559	39.862704684825154	39.880712122662054	39.88463282010431	39.813737689938876	39.79707727702746	39.83763423378038	39.837543649562555	39.7952779517028	39.842951775642355	39.83409960547123	39.663187924791515
fastqc | MantonBM2_HiSeq_6_S14_L005_R1_001	31.53114320248708	31.633528250227027	35.64868034749804	36.18855559165138	36.37977005806884	39.83535386910205	39.96083550694335	40.04517361560242	40.08244405026182	40.16463706817623	40.13924417943335	40.16952021060084	40.111706855690045	40.13944666989281	40.12097484217035	40.01435464501563	40.07229543289099	40.08904240104487	40.03301569698711	40.0024323907929	40.02404030695085	40.063380993441434	39.97116238586456	40.04481322529202	39.995795721006516	39.886094114397814
fastqc | MantonBM2_HiSeq_6_S14_L006_R1_001	31.461292415066612	31.545317866861215	35.43879761950021	36.0136206424886	36.224616852331415	39.60802009985128	39.74226996855923	39.854006726122485	39.84582725155192	39.95156759094177	39.92534915074458	39.940066429361956	39.89037788905444	39.90588571108336	39.88856351576209	39.85446235349635	39.867427812723726	39.87408762333189	39.80460649198956	39.7886590960817	39.82977818959046	39.83132822749495	39.78963790320633	39.8363355679555	39.82670615266976	39.654499181673096
fastqc | MantonBM2_HiSeq_7_S15_L005_R1_001	31.53854438935236	31.647118938727406	35.69945178784001	36.196444699327095	36.38402000582621	39.84167255170965	39.93032718579867	40.056214561192476	40.088158174750504	40.179635051113685	40.13225938444582	40.17832730743828	40.116348272237225	40.150081620531914	40.12592456269706	40.022039547370994	40.07754106707051	40.0939932810617	40.03453873923962	40.005945990480875	40.027495531777554	40.06754348748659	39.972108388082454	40.04881944456313	40.00159937817643	39.8912827421387
fastqc | MantonBM2_HiSeq_7_S15_L006_R1_001	31.469771225984367	31.561068014283084	35.48221311645676	36.02006413014721	36.22851978081865	39.61738679123457	39.721193360983115	39.86804691047124	39.85534330580629	39.97201022685724	39.92101092179883	39.9514722692584	39.89776054427839	39.91900374162728	39.89708360444747	39.864457753610075	39.87517568732328	39.88276924269977	39.808435429121985	39.7946979725166	39.83540816691462	39.83646304760083	39.793187858722895	39.84300957003326	39.833859999579424	39.6624347690468
fastqc | MantonBM2_HiSeq_8_S16_L005_R1_001	31.531125917523866	31.639958025199228	35.6854499314485	36.196770413623234	36.39367499395178	39.860697905024615	39.947588264717865	40.05958092652391	40.09403312808194	40.16491386445746	40.14617693674336	40.16961507986432	40.105956528360316	40.14413723671171	40.122672986110786	40.013695598969655	40.07346862277877	40.08907180751471	40.03423157350845	40.00365195633029	40.02523223450506	40.06308348001807	39.96742089951898	40.03852716391333	39.98988017670658	39.88079646947785
fastqc | MantonBM2_HiSeq_8_S16_L006_R1_001	31.459853711539935	31.55270018783643	35.46888231176024	36.020843738210985	36.23650416528705	39.63388037969855	39.73189472912511	39.86667383703914	39.85992972793822	39.95504630637796	39.93472022967057	39.94311448906394	39.88384434696918	39.91232839035829	39.890827582365034	39.85396666291267	39.86951210277684	39.874882567064084	39.80641989894116	39.79026863494999	39.83133525518608	39.82952115898942	39.786779127367275	39.83158479138275	39.821641044240955	39.65135876548694
fastqc | MantonBM3_HiSeq_1_S17_L003_R1_001	31.519965766127843	31.649304108050117	35.61000705877768	36.185803092455664	36.356275518001155	39.841526278733674	39.94719539545804	40.067449496186924	40.08869197119839	40.18615045135027	40.09254752587988	40.16927045580554	40.05584522628439	40.144063261886686	40.155800233756125	40.10215317802035	40.1124902813667	40.113488517871886	40.043741610930994	40.00072408998186	39.92340095674828	40.03547239355597	39.99596312292132	40.07680959243466	40.0606398368651	39.900171841867675
fastqc | MantonBM3_HiSeq_1_S17_L004_R1_001	31.469269400009086	31.60107204888164	35.51519975218554	36.10659893629768	36.270659294537296	39.69886699662994	39.79864721154543	39.934142445052	39.94401893977618	40.04159824882082	40.01123544318663	40.02360141882313	39.98768488381718	39.985389771712335	39.998384102737404	39.95518990078429	39.96421486952888	39.96905057178169	39.89726509484375	39.803834164902376	39.91703996903626	39.87830168544425	39.77842061625134	39.89779957063631	39.90811512443715	39.632503114397
fastqc | MantonBM3_HiSeq_2_S18_L003_R1_001	31.514825326952973	31.644731105748544	35.60897064437619	36.176166588499605	36.37273485673488	39.83552708301445	39.94359271030445	40.05259041846522	40.063189897426064	40.163228292637854	40.069852028080255	40.153983177347676	40.04959121682751	40.122534465994235	40.13047382143478	40.073939601686135	40.10258295882407	40.10309469278797	40.04073453202109	39.99979613755785	39.91403838643574	40.02447304346389	39.992509474905795	40.06643921644342	40.04904806977268	39.8995290746612
fastqc | MantonBM3_HiSeq_2_S18_L004_R1_001	31.46488514842204	31.59837347676857	35.51764598605682	36.09699577218973	36.28521879563527	39.69228306763137	39.79511288328073	39.919357306391454	39.917972379019986	40.01803456126281	39.98670975801768	40.008180395585796	39.98012259873016	39.96255640832032	39.9719181823574	39.92585147308614	39.95401198950464	39.95960679089309	39.89474557495644	39.80168929461131	39.9074470938028	39.86739493571997	39.77372264153435	39.887788418285815	39.897849320017876	39.632805294992714
fastqc | MantonBM3_HiSeq_3_S19_L003_R1_001	31.520054035506725	31.657847143043064	35.63604921468192	36.19162814986593	36.375534381435706	39.86837030835219	39.92724503428063	40.057858303404224	40.077833457682026	40.16867204747451	40.075600803233066	40.15721595675471	40.047063701518454	40.13557480836119	40.12707004549421	40.09013281612137	40.100369290783426	40.10250074873942	40.03688282852531	39.99838531370703	39.915154564179254	40.027331568016734	39.992711432669246	40.06816324307942	40.051535960624996	39.89900773763814
fastqc | MantonBM3_HiSeq_3_S19_L004_R1_001	31.468184802060804	31.60950819298193	35.53703059238769	36.10868017802525	36.287077221448	39.7224591390553	39.77843125487723	39.92561510790865	39.93317962553684	40.025280631684886	39.99495149258769	40.011779404510435	39.978915809175575	39.97730749452361	39.969057603415266	39.94207314896984	39.95232704226362	39.95947306213582	39.89146300655181	39.802870953571265	39.908892285939636	39.87064842635068	39.77570768327432	39.890885496717424	39.90078367855648	39.63278237852897
fastqc | MantonBM3_HiSeq_4_S20_L003_R1_001	31.496611400033583	31.646585604362556	35.57763663223087	36.14982782585849	36.3566343594858	39.82117652040033	39.93285077980067	40.04361022813581	40.07113342611461	40.1716651736401	40.07409675276147	40.159634559877134	40.04747501125932	40.13409005951709	40.137362006210104	40.08735234914607	40.10408403907718	40.108028645229915	40.030421854196895	39.98727423712819	39.91497770030215	40.027444230455245	39.98001454649644	40.06743189957349	40.05356663214677	39.888209696330286
fastqc | MantonBM3_HiSeq_4_S20_L004_R1_001	31.450109444798837	31.598289417589356	35.48823240775499	36.070903844392156	36.272580165608474	39.68011897766035	39.789825968224136	39.914527694590916	39.925746829567835	40.026573018582575	39.994279806689654	40.01317264084268	39.97763841586282	39.973957112465804	39.97826106166396	39.9387714468061	39.956502437049124	39.96349558418018	39.88433572017809	39.79110305600971	39.908336459804346	39.869314136655326	39.7638173357371	39.888632185209374	39.90065369356775	39.62132385445413
fastqc | MantonBM3_HiSeq_5_S21_L003_R1_001	31.511728027830397	31.63130657101871	35.55007087555388	36.165299263345425	36.36048944180123	39.81698039001489	39.922474398335794	40.05186550715707	40.069878936662924	40.17785102581167	40.06964117020084	40.16385966333646	40.03683570149319	40.12731286775649	40.13561209699013	40.068584382286325	40.092970035762434	40.099318722038284	40.021041532252355	39.98030160272131	39.90816654700574	40.01886291261075	39.969352002757695	40.05867290565462	40.044105650493535	39.877262758432266
fastqc | MantonBM3_HiSeq_5_S21_L004_R1_001	31.46184565907882	31.582426551009746	35.46472942894801	36.0903138362678	36.277202950648835	39.67704863597288	39.778831354079735	39.9243658325771	39.92650812439939	40.034638599298304	39.990993089744705	40.02082611144453	39.968786584198064	39.96880198462292	39.97985156772193	39.92215097330786	39.94675470414947	39.957450258895456	39.87737169818368	39.78588841735055	39.90309667671128	39.86075717962667	39.75324084706288	39.88167269013432	39.89306348133739	39.61049920739214
fastqc | MantonBM3_HiSeq_6_S22_L003_R1_001	31.523564739107115	31.652099754817232	35.64707179290467	36.20343064518664	36.37985311732059	39.858934185858494	39.98314181169041	40.08365174233435	40.0905646137905	40.1732781893703	40.08773301655017	40.15399281802103	40.04830213615614	40.123883517838664	40.13645390926872	40.08799308892822	40.10846553403756	40.10629638496089	40.05015927918118	40.00642146651585	39.91757957054158	40.02866435773618	40.00145405103956	40.070821664172335	40.05331463549686	39.908343658854385
fastqc | MantonBM3_HiSeq_6_S22_L004_R1_001	31.47169267125241	31.601535850877482	35.54462455827152	36.12047355693452	36.2911600124241	39.71162682532991	39.82879971749336	39.94565786212404	39.94243954797445	40.02700047428222	40.00515021415385	40.007951530058634	39.9780813959279	39.96469171921086	39.97833455729695	39.93893982336381	39.95894334330283	39.96159174479024	39.901058439258094	39.80887291014425	39.91054164765796	39.870986436094356	39.780777930882095	39.89257701281018	39.90154551018106	39.639099442520475
fastqc | MantonBM3_HiSeq_7_S23_L003_R1_001	31.525627534897133	31.66118668866778	35.653848686629054	36.19542150185134	36.37926108624404	39.87234461030737	39.968503092351526	40.101109584793086	40.07913255340469	40.17358398816516	40.08140716884773	40.15044953821264	40.0506896527442	40.13169805463213	40.11621089970735	40.07915154810567	40.092357451618156	40.09200718608502	40.03915595260343	39.99995663282478	39.9067157855564	40.01668110176003	39.996313465410495	40.06030862208644	40.04006315251034	39.89795559586834
fastqc | MantonBM3_HiSeq_7_S23_L004_R1_001	31.473252798956405	31.61256206588145	35.553010848608494	36.11171483202299	36.28895439504521	39.71916415862866	39.80835731908187	39.96263586922314	39.93089350327649	40.027371699278184	39.999129154939425	40.00597797982292	39.98137075058293	39.97008091800879	39.95577644830643	39.927930839253335	39.94266004788225	39.94773309581873	39.89158817483569	39.80057847335725	39.89854197488298	39.8583212498783	39.77389774928651	39.88256348518069	39.88899884584241	39.62671116358434
fastqc | MantonBM3_HiSeq_8_S24_L003_R1_001	31.5144790920257	31.65646880485631	35.6428625119772	36.167477212569736	36.36086647993333	39.85122986825407	39.95776260711607	40.08084558380826	40.07525103073706	40.176032866997716	40.08069428693387	40.159550840020046	40.040732455600306	40.12984672938483	40.13060672045068	40.080957647187866	40.098238691341045	40.09884419934288	40.036741536278456	39.993625245239976	39.90919331277996	40.0208783842165	39.98796272640776	40.06051333888861	40.04282308617985	39.89305222694576
fastqc | MantonBM3_HiSeq_8_S24_L004_R1_001	31.46279470822676	31.603464467995735	35.53993406952309	36.08650432465078	36.27356150792164	39.70136279642855	39.80075025203911	39.94469285875314	39.92612958944994	40.02873956110939	39.99817222321558	40.012321239152655	39.9689943097715	39.96819177274268	39.969367805381715	39.929844305298865	39.9471553562913	39.952231144251044	39.887133434878265	39.79388153329848	39.89850250298804	39.859944540907	39.765676390799605	39.87946589548305	39.88903428037538	39.62166235377441
fastqc | MantonBM4_HiSeq_1_S25_L001_R1_001	31.35229185075639	31.62869900900526	35.62915365715474	36.185747942118475	36.35324847108661	39.8387830705668	39.893081450514494	40.03563235110362	40.03619394474987	40.100149558215485	40.08698987590201	40.12630003591565	40.06572946157323	40.09164490902283	40.06871742984792	40.02164275421384	40.03470676638253	40.05690353785502	40.009327620098965	39.986378709643525	40.047860640672965	40.01032898491948	39.94996543901824	40.03061300243739	40.01811431532639	39.85866372250732
fastqc | MantonBM4_HiSeq_1_S25_L002_R1_001	31.516588128536753	31.61752452571127	35.620346208305435	36.10252112323357	36.311497279968535	39.77838245330578	39.87633352428118	39.94243266278084	39.97356270527362	40.066998723715436	40.0505503675476	40.08944738948196	40.01845681319792	40.053404897888306	40.037598684582484	39.99517341461104	40.013451755603775	40.001829885636944	39.932984116767244	39.91428219358541	39.959896902049174	39.9531995159892	39.89325608156107	39.94581179824931	39.947887438591906	39.77586888158233
fastqc | MantonBM4_HiSeq_2_S26_L001_R1_001	31.244664514543935	31.610941134706948	35.57529928303234	36.16007373546949	36.34947502683817	39.794001384797355	39.866240284677076	39.986496980676044	40.03059636103387	40.09935041883705	40.087920717737525	40.115268954354434	40.05836250801343	40.0669576420237	40.04405708558608	39.99797258823568	40.012674060806575	40.02095547215935	39.96890296391305	39.93391336414991	39.98450830902176	39.92821929031274	39.87588619189756	39.94146445409568	39.915365538505114	39.74209265976612
fastqc | MantonBM4_HiSeq_2_S26_L002_R1_001	31.385426077509965	31.596064426696653	35.55386513446718	36.072423129663854	36.30477662482238	39.73093282197219	39.84913242505259	39.884372590890095	39.97113014653478	40.06744046053685	40.050624241524346	40.077121481443406	40.01159978235563	40.02913537196484	40.006617377143336	39.96833738076993	39.98543952091928	39.954704967918325	39.88023256083061	39.84148669409025	39.8722779887539	39.842368798557516	39.79710482720712	39.82878967617624	39.81295229652287	39.61195400055926
fastqc | MantonBM4_HiSeq_3_S27_L001_R1_001	31.33638353444314	31.62546259762133	35.579239641405934	36.16400515363457	36.33496920889115	39.78441037268071	39.880660100666844	40.0011335819574	40.02645478916072	40.10732354585389	40.0762003043624	40.11882762105125	40.05250253308621	40.07633673724865	40.06295299538063	40.003418132042334	40.024326091709504	40.05444481928221	39.997972963094746	39.97695310171291	40.04363708859586	40.00659434166452	39.93444891721534	40.02283698180923	40.01315246366794	39.84806834153561
fastqc | MantonBM4_HiSeq_3_S27_L002_R1_001	31.50270152809069	31.61468493216228	35.57530767060439	36.08470667577524	36.29366180897291	39.72729281006388	39.8672038647886	39.91051567222358	39.96762966138671	40.07555759304356	40.04124696164717	40.08304303875915	40.007379841475924	40.04105844232038	40.03376155390506	39.97921343258587	40.003219866052355	39.99877824134955	39.92449086111315	39.90625916822136	39.95749233790167	39.95013636275607	39.88058034485233	39.94060568455357	39.94494592007267	39.76795765729469
fastqc | MantonBM4_HiSeq_4_S28_L001_R1_001	31.346920338822024	31.640768276805293	35.65197438886756	36.20955486367159	36.36318985862097	39.826520036160204	39.91115552907882	40.0562340248866	40.04754695040206	40.10651546486198	40.08286821487446	40.11733981956985	40.07051876016988	40.08263863165759	40.052360355217814	40.006253663889815	40.03688950846325	40.05717745809021	40.01306975395918	39.99305261998738	40.04823168042588	40.00921411008339	39.953082112257064	40.02861488341671	40.01648089857274	39.863281720491734
fastqc | MantonBM4_HiSeq_4_S28_L002_R1_001	31.512852175249787	31.629508943987513	35.64357128824302	36.12395579951712	36.32250983270955	39.76542142446477	39.89345662528026	39.964429944804216	39.98646802895855	40.07477353822989	40.04614744515403	40.07976904541722	40.02435561294575	40.046119361043736	40.02284423080045	39.980000796453574	40.01459035869914	40.00174447657511	39.938560977928525	39.92082070247095	39.960650236344186	39.95315752840001	39.897707848261255	39.94466190075875	39.94586793270229	39.77985641759052
fastqc | MantonBM4_HiSeq_5_S29_L001_R1_001	31.324699023720378	31.62753564872674	35.60544026285349	36.175033738739444	36.355517888593404	39.81090508449865	39.88090445699785	40.02523016678836	40.03664134506405	40.10447556916099	40.076674222047	40.12207843827735	40.05020277071205	40.081451549749396	40.05970316674794	40.013005165634	40.02699826447823	40.051229030521405	39.99642889460236	39.97468609314446	40.038479584151325	40.0021477948759	39.9339612062426	40.02116839297044	40.00933178267905	39.84626928782718
