Sample	1	2	3	4	5	6	7	8	9	10	12	14	16	18	20	22	24	26	28	30	32	34	36	38	40	42	44	46	48	50	52	54	56	58	60	62	64	66	68	70	72	74	76	78	80	82	84	86	88	90	92	94	96	98
fastqc | SRR9264344_S0_L001_R2_001	28.917621748402095	24.889101367702676	27.988154312184644	30.991023859690426	32.0700640020545	33.92498066295702	33.83347747474275	33.883486756390205	34.06794180165218	34.49423285151393	34.23625942240665	34.3458959343636	34.16572213108853	34.202711937159876	34.27208795264556	34.147350364918836	34.112539035687945	34.090304237373665	34.00512325329895	34.063756492015585	34.2712251441116	34.420136605136605	34.43647567023455	34.472619444167364	34.511905618862464	34.46768002450909	34.43253065227225	34.28820645036454	34.26977878608061	34.082735340942754	33.99584069634892	33.93911772249395	33.86359883596815	33.77506391358723	33.71073807586748	33.55131822486814	33.483546057603675	33.23759481046859	32.951428060168126	32.68730289362162	32.466400038200426	32.41025103619438	30.55705911313503	31.34688585216459	32.74737631309647	32.916618705788046	32.935633589310925	32.96499693015873	32.61034901391507	32.2430617574194	31.829932337586015	31.415446924657303	30.745062352410926	27.365639235174815
fastqc | SRR9264345_S0_L001_R2_001	28.549879471279844	24.568584463458702	27.447822859660715	30.079151659292123	31.330422990865415	33.29627602423457	33.21298707678999	33.22259263055859	33.464280241487174	33.97332681940833	33.58451275862602	33.731942863843905	33.53811394226497	33.51489673652038	33.578350430918604	33.48194915543298	33.483758683597344	33.40707943664313	33.318377164707115	33.3206444778655	33.456419047726754	33.6822954090255	33.78853865388527	33.75169892777953	33.76930124181485	33.70280033766879	33.637716108481825	33.54933334207742	33.44180404612621	33.319160305702994	33.270317367324765	33.1975199660922	33.08668484281006	32.96449744960448	32.81843426023812	32.6597232876321	32.5986909878453	32.458370417425726	32.133039715906705	31.732711110680732	31.64993180905067	31.42909459206499	29.27849575714142	30.23287829622359	31.723818710566235	32.17158333802455	32.16127787018891	32.099824362138556	31.864700823753438	31.456482139763935	30.9341470241419	30.47384835284843	29.980239914807036	26.873663942894883
fastqc | SRR9264346_S0_L001_R2_001	28.537161770483873	25.06299674893894	27.32245549869955	30.39705049409271	31.388159257579616	33.12678774198149	33.071553600087526	32.787904226562006	33.14969893711895	33.548092820146664	33.337602917960744	33.41035922053895	33.224898872434764	33.16899928533604	33.122025885130284	33.04728178571521	32.99497958405379	32.987293975430134	32.88244498253851	32.97163383935925	33.027558433470546	33.21760887501566	33.37020166905455	33.34964661199558	33.337691671105816	33.29520542749465	33.14649561883349	33.129299444199134	33.01290234505908	33.03038838155136	32.94938879836258	32.86532237288358	32.74063839605799	32.63403708598738	32.52306214870207	32.38780266442065	32.32021162321362	32.099748042145336	31.761566303656558	31.358045685862812	31.241888985765744	31.17946860347324	29.492393455175694	30.187135678483735	31.514383016881396	31.785929192233812	31.790509792241068	31.652038807855178	31.44445939685151	30.993420109094792	30.585348668267002	30.075433002598906	29.60774300587711	26.587448315949043
fastqc | SRR9264347_S0_L001_R2_001	29.181087998008287	25.925698899827587	28.35465289754017	31.087118295483442	32.50614113862478	34.34410618719425	34.06629859846038	33.988647990136364	34.26056951475426	34.734414831065266	34.37308366049193	34.78566538454483	34.297744589410655	34.41367821102371	34.452765938380324	34.274926910331246	34.468810924509675	34.40955613709339	34.24063280036903	34.263136864751985	34.45502206373351	34.51172198378515	34.512933880024946	34.503749269260936	34.53850715866059	34.53299523095221	34.47983290294761	34.4172034265907	34.368872054509936	34.34567838295304	34.28233477646039	34.147551154919235	34.179011464306924	34.09275263212828	33.979290528438895	33.82270454952747	33.81843576083013	33.610928769309105	33.61423537715506	33.42135673042522	33.136903415825174	33.054898174766265	31.014514108030816	31.92786741031743	33.20704620849453	33.46896765626406	33.48980698034182	33.406033046195674	33.48339788891381	33.30756925317708	33.25962794046066	33.136855154790744	32.79328176581383	30.47762124124492
fastqc | SRR9264348_S0_L001_R2_001	28.896410860112592	24.478243582682477	27.562385608181913	29.654212193538015	31.201901198425453	33.06097823078655	32.815356141174945	32.72670459892699	33.193046832329536	33.81739107751953	33.68592142464654	34.03228218850066	33.664291266304545	33.81822716906188	33.79005662940364	33.754606427502665	33.87053717850556	33.70489151720365	33.52321315056426	33.611945598386725	33.77500689382788	34.05427448078575	34.16203221122743	34.1854062455061	34.198553312010105	34.16173496843567	33.97715403959211	33.77660514558468	33.69102955421663	33.628014413590925	33.530772532938904	33.46647841069038	33.314891619683635	33.13392469090484	32.79302998321522	32.73759695019322	32.67884866505371	32.51033764061079	32.170311555541886	31.75440438078944	31.53953369493793	31.587478326685137	29.424595067876872	30.276705228411675	31.823152444577126	32.15135248744001	32.05843053710751	32.01614790442422	31.711018539990906	31.157243964945756	30.590625592972728	29.96962505149881	29.33738716232815	25.762293610982482
fastqc | SRR9264349_S0_L001_R2_001	29.09334970059793	24.621946061073576	27.468895699271087	29.372287271879006	31.370518323744957	33.005324354723825	32.148113050336725	32.48245039380108	33.098096724835074	33.806060438802085	33.744255236988266	34.22618791007184	33.54513495917561	33.68771003224441	33.59985376330755	33.68531227211018	33.80777465258383	33.56553981877112	33.08220082992348	33.20934370586033	33.47141595022086	33.84234231701032	34.052343036384	33.98447338910657	34.03988210237109	34.00029455477151	33.91222603234079	33.87789845722665	33.76004477928269	33.61037618209537	33.46314986760116	33.44894198859622	33.274395655662765	33.15838648943652	32.99313972608873	32.78539025388832	32.61589032160177	32.48913322743	32.08650679103776	31.74942522399821	31.553942080926443	31.54653027644173	29.31016185674141	30.346861181571615	31.849744447487907	32.17982010655169	32.221267509680175	32.048739447215496	31.768290210908752	31.31074462962537	30.628430264103685	29.9656422427826	29.313535748165265	25.78991614501166
fastqc | SRR9264350_S0_L001_R2_001	29.15706467091813	24.972034612869773	27.817304049032916	30.4002184966611	31.897836355023305	33.65506711706474	33.24898229499821	33.4985213969089	33.86449728413487	34.32012250738474	33.96634281846544	34.43830113490155	34.0634016520583	34.13433213440625	34.11499303602194	34.00175560555229	33.95552917263181	33.72716262621131	33.463267839306205	33.53953834916483	33.76983878970303	34.08551752572375	34.181217944339224	34.215430362253855	34.226895634160336	34.240434024260736	34.1050034588703	34.102692314853186	33.90861859637373	33.7934048196326	33.62730992334815	33.43120942739898	33.543351695872914	33.35442503748625	33.160340880129446	33.127738601633695	33.06313195973963	32.79010610819048	32.571849294669114	32.214567352382595	32.02047147074704	31.908626180858505	29.94516717893663	30.838833919912034	32.22231727479613	32.46354938690977	32.52585197453068	32.59187744064435	32.26926023268909	31.85861802765296	31.3390159999492	30.74205083882768	30.265613484175137	26.87224261054483
fastqc | SRR9264351_S0_L001_R2_001	20.76330379469094	18.922232989880442	18.554015268232067	20.999931787690688	23.263925295236003	23.6857491207843	22.922430603308094	23.047426789202557	23.380387122006294	24.683218109012824	25.437662548066527	25.99565619577425	26.649839818752866	27.36196640325651	27.91281498167512	28.25438331316256	29.096722523907268	29.450962070166966	29.924105563647338	30.69110677683001	31.461932264943826	31.915593144222957	32.34188331939609	32.375322591069086	32.37785635957607	32.36787793477157	32.5258144814686	32.50530215547961	32.32498132655408	31.86837391180429	31.23949713947095	30.58632642920459	29.890124802007318	29.44037973153162	29.01376254181249	28.567177675947434	28.84951322692185	29.301852597571205	29.653508719130315	29.793548557523813	29.727048712271518	29.499111750922317	26.616832261648327	27.682393754213255	30.257496811729354	31.17056520334532	31.587714684389972	31.68053104923325	31.328770101815913	30.493063964899946	29.511993097451196	28.349921428843373	27.282588429608673	22.970646583202967
fastqc | SRR9264352_S0_L001_R2_001	26.13496913256207	24.182606035511338	23.819568633586186	25.598626945543725	27.574816481641832	28.639190195553283	27.95043931176054	28.181953041867526	28.556793979593763	29.45794229536783	29.010825410935002	29.888557242858937	28.946320820069815	29.385684539031764	29.439743687487443	29.020452268438568	29.54690908574968	29.416654415165567	29.025152057057603	29.327911707102956	29.847814991727056	29.92291141217719	30.221791738260066	30.22984092525534	30.232788009593285	30.20589484217723	30.249098104400396	30.106647278093376	30.004135008335666	29.96761364881133	29.92156261543784	29.79496065038336	29.74385894950769	29.70037667103085	29.523972736884534	29.405483283266452	29.286385465040315	29.188212518472607	29.17280634122771	28.912153491764965	28.784881026407582	28.8106724521076	26.860288790811083	27.625251144529287	28.777151878351845	29.145023017993125	29.115073139036667	28.95426907302557	28.986655238244737	28.936776919553207	28.85981543095057	28.725044494481345	28.271932840984284	26.320853883450297
fastqc | SRR9264353_S0_L001_R2_001	28.50545064234995	24.2269887678519	26.877425712292087	28.92253682607773	30.8242179677687	32.41558825038356	32.0362661517451	32.027737711911875	32.4887255783419	32.98142139965353	32.76071071450873	33.10000198031402	32.57148889011193	32.60181879421635	32.54875072266095	32.44086732664586	32.70002636734927	32.49439385459068	32.08857151577149	32.29857859410425	32.5330376921116	32.828462594742525	32.884951085495366	32.7829141860285	32.853828802592176	32.85597728565173	32.79024605025844	32.77348342939443	32.67760285580772	32.676990104993806	32.489339017074485	32.44103954198859	32.27432690844793	32.0666650372124	31.994392774940557	31.872809152217727	31.804360467700235	31.61151009845336	31.191167759996084	30.86487205650709	30.690532119962427	30.61121882063179	28.582654904068516	29.491560140842047	30.71103372210112	31.11213200240732	31.175594628536132	31.11061513537569	30.900739761619683	30.410826171624937	29.948873330468768	29.487017536801666	28.992254309696598	25.652441150890862
fastqc | SRR9264354_S0_L001_R2_001	28.416036907387184	24.328661744417698	27.196418549994522	29.83487950791269	31.039163127212365	32.905892752485414	32.78335810996061	32.76497008927018	32.96402946705301	33.378047712196974	33.13085233828558	33.22653029686921	32.97410765299348	32.98786441421065	32.907134456042755	32.75291924449894	32.69973235617402	32.567015908237224	32.568058522212496	32.427012506815785	32.608542538248656	32.86142453623598	32.84572604058427	32.88645582345994	33.02199707428535	33.0010059688356	32.93821322598015	32.7914052469376	32.70036715824003	32.65259173548279	32.58623941960834	32.42319908081747	32.24270632656926	32.001832906156736	31.900170204916165	31.791003559770395	31.70338357827871	31.500565894092034	31.245189391364523	30.740316859921606	30.724499465324826	30.80374829834096	28.752042246817645	29.503452100141047	30.987145870329144	31.36668820462328	31.4067880241642	31.319848647693654	30.84978680007313	30.435649045360265	29.781574837035755	29.28483948182906	28.632609928002083	25.205643222599456
