Sample	FastQC_mqc-generalstats-fastqc-percent_duplicates	FastQC_mqc-generalstats-fastqc-percent_gc	FastQC_mqc-generalstats-fastqc-avg_sequence_length	FastQC_mqc-generalstats-fastqc-percent_fails	FastQC_mqc-generalstats-fastqc-total_sequences
fastqc | MantonBM6_HiSeq_8_S15_L004_R2_001	69.24572804117635	47.0	98.0	9.090909090909092	70719467.0
fastqc | MantonBM7_HiSeq_1_S16_L005_R2_001	64.37431521869982	47.0	98.0	27.27272727272727	38630446.0
fastqc | MantonBM7_HiSeq_1_S16_L006_R2_001	66.03930164872408	47.0	98.0	27.27272727272727	45888735.0
fastqc | MantonBM7_HiSeq_2_S17_L005_R2_001	65.45547882440098	47.0	98.0	27.27272727272727	43121425.0
fastqc | MantonBM7_HiSeq_2_S17_L006_R2_001	66.83533057028899	47.0	98.0	27.27272727272727	51361815.0
fastqc | MantonBM7_HiSeq_3_S18_L005_R2_001	65.3284265275419	47.0	98.0	27.27272727272727	43705537.0
fastqc | MantonBM7_HiSeq_3_S18_L006_R2_001	66.49233306336936	47.0	98.0	27.27272727272727	51777557.0
fastqc | MantonBM7_HiSeq_4_S19_L005_R2_001	66.78340200667299	47.0	98.0	27.27272727272727	52621424.0
fastqc | MantonBM7_HiSeq_4_S19_L006_R2_001	68.1674687969373	47.0	98.0	27.27272727272727	62122783.0
fastqc | MantonBM7_HiSeq_5_S20_L005_R2_001	65.43496366501923	47.0	98.0	27.27272727272727	39968381.0
fastqc | MantonBM7_HiSeq_5_S20_L006_R2_001	66.87942775074063	47.0	98.0	27.27272727272727	47514243.0
fastqc | MantonBM7_HiSeq_6_S21_L005_R2_001	64.05276553377584	47.0	98.0	27.27272727272727	38468283.0
fastqc | MantonBM7_HiSeq_6_S21_L006_R2_001	65.54448423763671	47.0	98.0	27.27272727272727	46063907.0
fastqc | MantonBM7_HiSeq_7_S22_L005_R2_001	64.5686983569446	47.0	98.0	27.27272727272727	36004054.0
fastqc | MantonBM7_HiSeq_7_S22_L006_R2_001	66.25317860518913	47.0	98.0	27.27272727272727	42984019.0
fastqc | MantonBM7_HiSeq_8_S23_L005_R2_001	65.90627222119286	47.0	98.0	27.27272727272727	41406031.0
fastqc | MantonBM7_HiSeq_8_S23_L006_R2_001	67.20977171392423	47.0	98.0	27.27272727272727	49155028.0
fastqc | MantonBM8_HiSeq_1_S24_L007_R2_001	69.88152662101689	47.0	98.0	27.27272727272727	54611821.0
fastqc | MantonBM8_HiSeq_1_S24_L008_R2_001	69.4290790912581	47.0	98.0	27.27272727272727	51516876.0
fastqc | MantonBM8_HiSeq_2_S25_L007_R2_001	69.35334519483784	47.0	98.0	27.27272727272727	49416218.0
fastqc | MantonBM8_HiSeq_2_S25_L008_R2_001	69.15538144516336	47.0	98.0	27.27272727272727	46535875.0
fastqc | MantonBM8_HiSeq_3_S26_L007_R2_001	69.94632222702552	47.0	98.0	27.27272727272727	49053849.0
fastqc | MantonBM8_HiSeq_3_S26_L008_R2_001	69.64195592572773	47.0	98.0	27.27272727272727	46231695.0
fastqc | MantonBM8_HiSeq_4_S27_L007_R2_001	70.86795385799347	47.0	98.0	27.27272727272727	53729679.0
fastqc | MantonBM8_HiSeq_4_S27_L008_R2_001	70.85928915156342	47.0	98.0	27.27272727272727	50765802.0
fastqc | MantonBM8_HiSeq_5_S28_L007_R2_001	69.64468195578459	47.0	98.0	27.27272727272727	50378294.0
fastqc | MantonBM8_HiSeq_5_S28_L008_R2_001	69.41877915873981	47.0	98.0	27.27272727272727	47511822.0
fastqc | MantonBM8_HiSeq_6_S29_L007_R2_001	70.01629075211451	47.0	98.0	27.27272727272727	51732289.0
fastqc | MantonBM8_HiSeq_6_S29_L008_R2_001	69.84708107234397	47.0	98.0	27.27272727272727	48760300.0
fastqc | MantonBM8_HiSeq_7_S30_L007_R2_001	69.54915453351067	47.0	98.0	27.27272727272727	49803808.0
fastqc | MantonBM8_HiSeq_7_S30_L008_R2_001	69.53557471822559	47.0	98.0	27.27272727272727	46996757.0
fastqc | MantonBM8_HiSeq_8_S31_L007_R2_001	70.15831696247696	48.0	98.0	27.27272727272727	45201536.0
fastqc | MantonBM8_HiSeq_8_S31_L008_R2_001	69.84913745052604	48.0	98.0	27.27272727272727	42624393.0
