Sample	1	2	3	4	5	6	7	8
fastqc | MantonBM3_HiSeq_1_S17_L004_I1_001	30.945696571615528	31.54817975417918	34.61494880199567	35.70669529834228	35.96491306780151	39.07253146042451	39.14848741256382	39.37761044263903
fastqc | MantonBM3_HiSeq_2_S18_L003_I1_001	31.141877341301296	31.388845474695167	35.43132464642204	35.43730113538836	35.961648565206424	39.5158578161423	39.8025140023143	39.74631065249662
fastqc | MantonBM3_HiSeq_2_S18_L004_I1_001	31.02990757681433	31.31712890033044	35.295256476813364	35.306260715275016	35.800371931739406	39.27332816116074	39.60927445757966	39.598550852550986
fastqc | MantonBM3_HiSeq_3_S19_L003_I1_001	31.099867074531108	31.513748667975236	34.82221126199796	35.67893200183347	35.934529234988176	39.44511108225501	39.812874402689154	39.68230787462821
fastqc | MantonBM3_HiSeq_3_S19_L004_I1_001	30.96986420469366	31.457450710910845	34.65229887086295	35.513043975315924	35.77096798670614	39.20503240060213	39.638802783747145	39.520291399816806
fastqc | MantonBM3_HiSeq_4_S20_L003_I1_001	30.985800302356004	31.460135538198617	35.18078052857491	35.87390027645883	36.15395552472513	39.61689736802955	39.61740423339007	39.76883806089634
fastqc | MantonBM3_HiSeq_4_S20_L004_I1_001	30.84018121027523	31.396421458670886	35.01238300744961	35.73275204972044	36.01445871884925	39.38456481713437	39.40579000660251	39.615777057149664
fastqc | MantonBM3_HiSeq_5_S21_L003_I1_001	31.092522819568934	31.550287888956873	35.18311727918703	35.54879173074699	35.90221203714681	39.14126135061097	39.60974308898202	39.6883049889131
fastqc | MantonBM3_HiSeq_5_S21_L004_I1_001	30.96302372102848	31.500021276372294	35.0642456137161	35.393739215293124	35.74655145885664	38.89286379991252	39.4132835437329	39.523157653121196
fastqc | MantonBM3_HiSeq_6_S22_L003_I1_001	31.143163031040178	31.48418182574115	35.001189516185306	35.83823013272543	36.049233820383535	39.687838900275445	39.26367433091138	39.56251403935412
fastqc | MantonBM3_HiSeq_6_S22_L004_I1_001	31.020060411017216	31.42269611416452	34.83383457791407	35.68915392613955	35.90740886657276	39.48102052929094	39.06872731023795	39.4135758221247
fastqc | MantonBM3_HiSeq_7_S23_L003_I1_001	31.0735495927392	31.38707519370993	34.88802201664427	35.87606720641787	36.08750152530899	39.21243876517316	39.55137712495353	39.360997356550484
fastqc | MantonBM3_HiSeq_7_S23_L004_I1_001	30.938149793800974	31.308593179337798	34.7495403587471	35.737795268919335	35.95202359167389	38.99266292566854	39.3672824399582	39.17051926977306
fastqc | MantonBM3_HiSeq_8_S24_L003_I1_001	31.168014905636092	31.333774347225628	34.99003997122023	35.93060032167695	36.147561547804166	39.00323875233113	39.49090713326208	39.60903773434543
fastqc | MantonBM3_HiSeq_8_S24_L004_I1_001	31.04528769641762	31.243083762619513	34.832053691777226	35.80017637192802	36.022648423744826	38.78295882970656	39.27763331538485	39.44255029907721
fastqc | MantonBM4_HiSeq_1_S25_L001_I1_001	31.002090239351226	31.44067472744554	34.779270026898935	35.90493943805657	35.54409954017006	39.0196121201046	39.49077705410387	39.35937567581134
fastqc | MantonBM4_HiSeq_1_S25_L002_I1_001	30.950101627985234	31.409331557119405	34.745118249573174	35.85170188026651	35.53073892782972	39.006240394059226	39.48626183915773	39.30657433347508
fastqc | MantonBM4_HiSeq_2_S26_L001_I1_001	30.84793352972681	31.37682759748113	34.57827113229757	35.54494532331502	36.11649337373989	38.32546150011476	39.553093178233496	39.55796637232991
fastqc | MantonBM4_HiSeq_2_S26_L002_I1_001	30.76327270725212	31.333230041175973	34.48140030627911	35.476285882808305	36.08528044531263	38.2473331317025	39.53606573165339	39.48488682261265
fastqc | MantonBM4_HiSeq_3_S27_L001_I1_001	31.137349461690096	31.309698786159522	35.353531611153485	35.437677376950525	36.220112944518476	39.756520647386964	39.18712879656521	39.8837764938027
fastqc | MantonBM4_HiSeq_3_S27_L002_I1_001	31.101217391700594	31.28226834185395	35.322621236970825	35.363196181994724	36.20759011960506	39.746317408143106	39.17901986278664	39.86311368461584
fastqc | MantonBM4_HiSeq_4_S28_L001_I1_001	31.06321649177479	31.4633217631205	35.027106969557636	35.66916454612	35.972134589395836	39.414555454467404	38.987351699442826	39.47408391187077
fastqc | MantonBM4_HiSeq_4_S28_L002_I1_001	31.02013133154562	31.432863321914244	34.98722102955869	35.59927671253597	35.94867221588292	39.40297941451301	38.99667195921922	39.4470998281949
fastqc | MantonBM4_HiSeq_5_S29_L001_I1_001	31.118085131393762	31.470063644818982	35.1594263898424	35.523258714861434	35.69603421181755	38.607123132064565	39.34721645885565	39.6579874509987
fastqc | MantonBM4_HiSeq_5_S29_L002_I1_001	31.081282109831324	31.440083371991637	35.109661099092925	35.46381634670704	35.68972866267057	38.59200749663006	39.33597953815868	39.62625119281947
fastqc | MantonBM4_HiSeq_6_S30_L001_I1_001	31.109086641657864	31.382784181592868	35.12714851661818	35.65514093450369	35.818538388738006	39.24863879209522	39.5108510673211	39.5580435140983
fastqc | MantonBM4_HiSeq_6_S30_L002_I1_001	31.07489149511435	31.35426121971206	35.11081051219948	35.60643237482367	35.793490282927905	39.22946784066173	39.50613274920784	39.51607105205687
fastqc | MantonBM4_HiSeq_7_S31_L001_I1_001	30.99218762286595	31.537207573893042	35.41518888824505	35.651735413011295	35.805803460802224	39.20530562113746	39.14018518310007	39.52467084627159
fastqc | MantonBM4_HiSeq_7_S31_L002_I1_001	30.945608632827838	31.509986414933618	35.390813217997135	35.57897875844758	35.79205471457449	39.18795329725475	39.16724228543735	39.50648959131295
fastqc | MantonBM4_HiSeq_8_S32_L001_I1_001	31.03654865705297	31.526822172826975	34.17821392230007	35.87607039314407	35.81931731670782	39.15088512853026	39.44819741569836	39.3722160831631
fastqc | MantonBM4_HiSeq_8_S32_L002_I1_001	30.98180659532788	31.49640673346018	34.173849788382654	35.835133016570424	35.806524116347845	39.14880956331282	39.433854688261704	39.31465297429624
fastqc | MantonBM5_HiSeq_1_S1_L001_I1_001	30.98126447843119	31.37020442089981	34.47262881431171	35.39264669695172	35.786410212530306	39.04014249380327	39.428689456005166	39.52861446731083
fastqc | MantonBM5_HiSeq_1_S1_L002_I1_001	31.271648958058346	31.60238192637792	35.21524408699875	35.948188547004754	36.27347465021754	39.72843629153005	39.97002608028019	40.06807593952083
fastqc | MantonBM5_HiSeq_2_S2_L001_I1_001	31.000432912881035	31.2819549313979	35.00298732142764	35.61968580185684	35.989389287514	39.19641140054193	39.0596529421697	39.28835513823032
fastqc | MantonBM5_HiSeq_2_S2_L002_I1_001	31.28359949218679	31.540082303707262	35.671261210494194	36.121119367607406	36.43067729063643	39.84501088662491	39.68611531847583	39.89111770071517
fastqc | MantonBM5_HiSeq_3_S3_L001_I1_001	31.052140869919462	31.329635366261954	34.78053856330465	35.76556794991557	34.640972518065794	38.7922766306732	38.8700984388263	39.29605141861779
fastqc | MantonBM5_HiSeq_3_S3_L002_I1_001	31.31326401941402	31.551626315664866	35.51773148646596	36.21751608914423	35.364110296408846	39.519896389337816	39.53566096901209	39.92530752584302
fastqc | MantonBM5_HiSeq_4_S4_L001_I1_001	30.975419849404357	31.333788047355213	34.59808540970678	35.64103675517008	35.158360968302276	39.02861484433403	39.29445983913034	39.394473861506675
fastqc | MantonBM5_HiSeq_4_S4_L002_I1_001	31.267600267660264	31.565043307663025	35.29622076251859	36.16084619625958	35.69697509914878	39.626753940216744	39.841498829319924	39.951533576507
fastqc | MantonBM5_HiSeq_5_S5_L001_I1_001	30.992780543372135	31.46352946896263	34.61882166351263	35.363085984794814	35.921033133965054	39.008172970972026	38.85948430099501	39.28148766880531
fastqc | MantonBM5_HiSeq_5_S5_L002_I1_001	31.27454371323771	31.652139131966955	35.38344052625601	35.90368976711328	36.35637107622803	39.68063289005027	39.47380085710778	39.92701661196166
fastqc | MantonBM5_HiSeq_6_S6_L001_I1_001	30.951347933859033	31.402328437788608	35.07829144663898	35.59255814798559	35.78187763273241	38.89108632059514	39.353262459569194	38.70928252047288
fastqc | MantonBM5_HiSeq_6_S6_L002_I1_001	31.253572361337103	31.60927860282497	35.728765885759	36.1147252408371	36.280594775126595	39.58438555784578	39.93219345723515	39.40636079670917
fastqc | MantonBM5_HiSeq_7_S7_L001_I1_001	30.943990648216857	31.36746635819567	35.192192921180784	35.76046192526959	35.61918238556447	39.04967653958549	39.163295057865376	39.377749243691625
fastqc | MantonBM5_HiSeq_7_S7_L002_I1_001	31.23778104017371	31.58445847580323	35.82197219684225	36.20976245711878	36.15474154332149	39.70489876653676	39.745374798068866	39.97302582464028
fastqc | MantonBM5_HiSeq_8_S8_L001_I1_001	30.763498674295665	31.31699305063552	33.39468279927918	35.598826452459015	35.557468984372484	39.11573153281876	38.848019129000896	39.3834157804022
fastqc | MantonBM5_HiSeq_8_S8_L002_I1_001	31.102188917781767	31.53321347094078	34.17884038498807	36.082907579771934	36.06434041244124	39.77594714861737	39.453339043452374	39.95455488736365
fastqc | MantonBM6_HiSeq_1_S9_L003_I1_001	31.245402002924926	31.61894190936853	35.21082216303507	36.08853123439096	36.29635641776299	39.808695655956896	39.984416737853664	40.131148144485564
fastqc | MantonBM6_HiSeq_1_S9_L004_I1_001	31.207713372449135	31.57408997628867	35.28992801366884	36.09766377478257	36.360345347688025	39.897526616606626	40.09166761469819	40.19837392400412
fastqc | MantonBM6_HiSeq_2_S10_L003_I1_001	31.289257526989914	31.698848715440963	35.75417125091647	35.79127045650497	36.41957355801684	38.66148107003886	39.21731920585651	40.013597335396284
fastqc | MantonBM6_HiSeq_2_S10_L004_I1_001	31.254455668706925	31.65204403488628	35.76767917360921	35.802177996186124	36.47841052585709	38.759989103933066	39.287030297036296	40.084523622694014
fastqc | MantonBM6_HiSeq_4_S11_L003_I1_001	31.25927740043343	31.58671766750147	35.28473565333996	36.19082988655808	36.32464005260476	39.53800752097493	39.82303552629297	39.95791920431613
fastqc | MantonBM6_HiSeq_4_S11_L004_I1_001	31.224419592858403	31.54298513374888	35.374585922086474	36.18709052287054	36.38579924802338	39.6180318521438	39.945158124934316	40.03917786323665
fastqc | MantonBM6_HiSeq_5_S12_L003_I1_001	31.3339272509013	31.458079310477515	35.244328720366475	35.94346544735597	36.21478488990293	39.90105427718595	39.5751185045004	39.68112271318446
fastqc | MantonBM6_HiSeq_5_S12_L004_I1_001	31.301632931918935	31.427541867437338	35.28916596706125	35.96312605564745	36.29201269620226	39.993730298062594	39.72003019426243	39.78734262020858
fastqc | MantonBM6_HiSeq_6_S13_L003_I1_001	31.262438936169467	31.571285259610228	35.11172243159196	36.38975904272066	35.900022905393186	38.942574158885684	39.2874671398734	39.95760095558441
fastqc | MantonBM6_HiSeq_6_S13_L004_I1_001	31.226017697097483	31.528640284936287	35.17875722483152	36.38847717038901	35.97953090707078	39.007402761986626	39.34419787145695	40.016992809898625
fastqc | MantonBM6_HiSeq_7_S14_L003_I1_001	31.22385056314288	31.599796256820774	35.18825865261833	36.286834617206274	36.25286338492743	39.95699411406094	39.96426921661295	39.88047972543931
fastqc | MantonBM6_HiSeq_7_S14_L004_I1_001	31.186257524387088	31.551300728727746	35.21667538672303	36.28908766883962	36.3240689908698	40.02094857641561	40.07784859294458	39.96112649301932
fastqc | MantonBM6_HiSeq_8_S15_L003_I1_001	31.204439679854637	31.63125025103551	35.648428579908554	36.124501385716016	36.30115771712483	40.07691132306111	39.4745141072182	39.98561856749274
fastqc | MantonBM6_HiSeq_8_S15_L004_I1_001	31.166521489761795	31.581612302027107	35.687467483316865	36.12732713327718	36.36928182730789	40.13730468302313	39.55770476890048	40.051339046432574
fastqc | MantonBM7_HiSeq_1_S16_L005_I1_001	31.224065391323723	31.650587130161533	35.56362000065958	36.18770171589528	36.36964344134158	40.13410155813371	40.36597369339199	39.65265332427174
fastqc | MantonBM7_HiSeq_1_S16_L006_I1_001	31.17045904621254	31.630659790469274	35.696435519523476	36.26068696380495	36.40535972499569	40.15237247224182	40.361848893851615	39.82181849205475
fastqc | MantonBM7_HiSeq_2_S17_L005_I1_001	31.22152166817307	31.643463545093883	34.21449036065019	36.017303347465905	35.93384321135027	39.173891076187765	39.85812057463314	39.869741340876374
fastqc | MantonBM7_HiSeq_2_S17_L006_I1_001	31.175927758783445	31.61800541900632	34.35821835735361	36.16809764218807	36.01950622266756	39.305790576131315	39.93158697760194	40.0116032893308
fastqc | MantonBM7_HiSeq_3_S18_L005_I1_001	31.224004157642543	31.567966754418325	35.36019106686643	35.531358852769614	36.29127709836857	39.896361026292844	40.05700341812526	39.81873022175657
fastqc | MantonBM7_HiSeq_3_S18_L006_I1_001	31.17400071617902	31.542415452316533	35.541024540806355	35.71915200634128	36.31413054115319	39.94419659467518	40.08895325053671	39.971683580976986
fastqc | MantonBM7_HiSeq_4_S19_L005_I1_001	31.24143035353813	31.630598651226162	34.706767779602465	36.24727806681933	36.0850702747991	40.020102667689116	40.28218590207669	40.1475445818418
fastqc | MantonBM7_HiSeq_4_S19_L006_I1_001	31.19818836834789	31.61047261839509	34.75637957172653	36.332920580843904	36.13236549624636	40.03698264773489	40.276746471580324	40.23584183277816
fastqc | MantonBM7_HiSeq_5_S20_L005_I1_001	31.262544184614335	31.67266237278913	35.44070529151531	36.115071736330776	36.18700322137141	39.67867072223916	39.99179979294132	40.06072845432493
fastqc | MantonBM7_HiSeq_5_S20_L006_I1_001	31.214192047635063	31.65219955203748	35.56936655814973	36.20863876543292	36.25540537392125	39.76390952919107	40.03637536643486	40.17049009914774
fastqc | MantonBM7_HiSeq_6_S21_L005_I1_001	31.284967046748616	31.663528912896894	34.13814039997574	35.289593923388786	36.15649575521736	39.99660907662554	39.79879322921691	39.570171223914514
fastqc | MantonBM7_HiSeq_6_S21_L006_I1_001	31.239826422018435	31.642719949916536	34.37335686701521	35.49826600683264	36.21993850847259	40.01844153167468	39.876972181278504	39.809408155500144
fastqc | MantonBM7_HiSeq_7_S22_L005_I1_001	31.27610401873078	31.65560558819293	34.45911502076961	36.21074623985399	35.26554990168607	39.62850430676501	40.023790237621576	39.99790720789387
fastqc | MantonBM7_HiSeq_7_S22_L006_I1_001	31.22932857907028	31.634414362230764	34.6810396673238	36.28192254428326	35.420798087773036	39.684543760321716	40.05541294312195	40.127613613794466
fastqc | MantonBM7_HiSeq_8_S23_L005_I1_001	31.225312974334585	31.678970679416242	34.179429247879376	36.13191450298629	36.37684766260258	40.099091192778175	40.01751749642462	40.07050965594843
fastqc | MantonBM7_HiSeq_8_S23_L006_I1_001	31.181488310819393	31.6590477987318	34.411290153267736	36.24181611695959	36.417293486232985	40.123316357382606	40.05151029514214	40.178579574809724
fastqc | MantonBM8_HiSeq_1_S24_L007_I1_001	31.21389546779625	31.616515625801966	34.92754044953015	36.2627673045365	36.29967076175687	39.7159729758874	40.0699320940058	40.11311607792752
fastqc | MantonBM8_HiSeq_1_S24_L008_I1_001	31.188978675647956	31.60748881589792	34.69437475207153	36.16326894511228	36.23018031994021	39.59837151227881	39.96933305893781	40.038289142377344
fastqc | MantonBM8_HiSeq_2_S25_L007_I1_001	31.22110540713577	31.581822712535388	34.94223022085583	36.14611615967859	36.21770561235584	39.52739268715384	39.88555878557926	39.92932692663773
fastqc | MantonBM8_HiSeq_2_S25_L008_I1_001	31.1944679239404	31.567367434264426	34.65298482085058	36.03094569512231	36.12745908398628	39.419185220005	39.801654895282404	39.82305932788413
fastqc | MantonBM8_HiSeq_3_S26_L007_I1_001	31.25444994132876	31.618204271799346	35.28684656325338	35.812073034268934	36.19837350581807	39.87140782775272	39.612737769058654	40.127965330508516
fastqc | MantonBM8_HiSeq_3_S26_L008_I1_001	31.22005639204879	31.604702899169066	35.053175856952684	35.63347677388856	36.11476239406753	39.784135169606046	39.45040541991809	40.05924930937531
fastqc | MantonBM8_HiSeq_4_S27_L007_I1_001	31.272358280793004	31.585385481271906	35.25413529829575	35.308320062734786	36.051900440350664	38.61570596764592	39.664439815469585	39.753722537594165
fastqc | MantonBM8_HiSeq_4_S27_L008_I1_001	31.242178721021684	31.567554256308213	35.050506815592115	35.06014824704237	35.93756174678379	38.451811733418495	39.5218400568162	39.640929064806265
fastqc | MantonBM8_HiSeq_5_S28_L007_I1_001	31.218284664423134	31.53085092559903	34.98968936899689	36.08104798070375	36.17009297694757	39.84558992807498	40.04358367117394	39.936046127326186
fastqc | MantonBM8_HiSeq_5_S28_L008_I1_001	31.189932034178778	31.513749125428195	34.70752582378339	35.955673495325016	36.05833699663212	39.767100617610495	39.93650392948517	39.83949348437953
fastqc | MantonBM8_HiSeq_6_S29_L007_I1_001	31.267091487098124	31.62761767607074	34.828673403568125	35.96289636439632	36.28433671280233	39.7078990454105	39.37859519419293	39.95051258992232
fastqc | MantonBM8_HiSeq_6_S29_L008_I1_001	31.239107019439995	31.62040881618858	34.548239243811054	35.79995508641251	36.21061509055523	39.64243556745959	39.26547330512733	39.84816633613821
fastqc | MantonBM8_HiSeq_7_S30_L007_I1_001	31.245150089728078	31.586450598315697	35.60743088159042	36.00542243677431	36.25965490429969	39.75507141943845	39.56893284144056	39.7092920886692
fastqc | MantonBM8_HiSeq_7_S30_L008_I1_001	31.219086436113027	31.574029650599083	35.448829990545946	35.86234862971502	36.17136324959614	39.66309747713018	39.49732961361568	39.57941823517738
fastqc | MantonBM8_HiSeq_8_S31_L007_I1_001	31.20498564473561	31.58150315953865	35.26373444477639	35.98299717071561	36.45047132911589	39.74490946502349	40.07264921262853	40.269061807988116
fastqc | MantonBM8_HiSeq_8_S31_L008_I1_001	31.177822544006666	31.567093190042613	35.0703396761568	35.84963511386543	36.42100371963068	39.64941959408079	39.969402895661176	40.2142709692077
